rg,id,id2,type,breidd,lengd,year,nr,grein,tolulidur,undirlidur,heiti,dags_fra,dags_til,v1,v2,v3,v5,v6,v7,v8,v9,v14,ath,title,ref
2007_310,4,9,temporary,630500,222400,2007,310,1,2,NA,Táin,2007-04-04,NA,0,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,5,1,permanent,641100,154250,2007,310,1,3,NA,Hrollaugseyjar,2007-04-04,NA,0,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,5,2,permanent,635770,152870,2007,310,1,3,NA,Hrollaugseyjar,2007-04-04,NA,0,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,5,3,permanent,635420,154650,2007,310,1,3,NA,Hrollaugseyjar,2007-04-04,NA,0,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,5,4,permanent,635400,155900,2007,310,1,3,NA,Hrollaugseyjar,2007-04-04,NA,0,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,5,5,permanent,640200,161120,2007,310,1,3,NA,Hrollaugseyjar,2007-04-04,NA,0,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,6,1,temporary,663640,232200,2007,310,2,1,NA,Norður af Horni,2007-04-04,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,6,2,temporary,664250,234250,2007,310,2,1,NA,Norður af Horni,2007-04-04,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,6,3,temporary,665750,220000,2007,310,2,1,NA,Norður af Horni,2007-04-04,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,6,4,temporary,670200,220000,2007,310,2,1,NA,Norður af Horni,2007-04-04,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,6,5,temporary,670294,214500,2007,310,2,1,NA,Norður af Horni,2007-04-04,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,6,6,temporary,662920,214500,2007,310,2,1,NA,Norður af Horni,2007-04-04,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,7,1,permanent,662920,214500,2007,310,2,2,NA,Norðaustur af Horni,2007-04-04,2007-10-03,1,0,0,0,1,1,0,0,0,R2007_883,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,7,2,permanent,670295,214500,2007,310,2,2,NA,Norðaustur af Horni,2007-04-04,2007-10-03,1,0,0,0,1,1,0,0,0,R2007_883,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,7,3,permanent,670650,204850,2007,310,2,2,NA,Norðaustur af Horni,2007-04-04,2007-10-03,1,0,0,0,1,1,0,0,0,R2007_883,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,7,4,permanent,670400,204200,2007,310,2,2,NA,Norðaustur af Horni,2007-04-04,2007-10-03,1,0,0,0,1,1,0,0,0,R2007_883,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,7,5,permanent,663450,211172,2007,310,2,2,NA,Norðaustur af Horni,2007-04-04,2007-10-03,1,0,0,0,1,1,0,0,0,R2007_883,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,7,6,permanent,663643,204530,2007,310,2,2,NA,Norðaustur af Horni,2007-04-04,2007-10-03,1,0,0,0,1,1,0,0,0,R2007_883,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,7,7,permanent,661980,204515,2007,310,2,2,NA,Norðaustur af Horni,2007-04-04,2007-10-03,1,0,0,0,1,1,0,0,0,R2007_883,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,8,1,permanent,663442,202050,2007,310,2,3,NA,Sporðagrunn,2007-04-04,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,8,2,permanent,663844,201667,2007,310,2,3,NA,Sporðagrunn,2007-04-04,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,8,3,permanent,664737,195294,2007,310,2,3,NA,Sporðagrunn,2007-04-04,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,8,4,permanent,665160,192189,2007,310,2,3,NA,Sporðagrunn,2007-04-04,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,8,5,permanent,663832,192468,2007,310,2,3,NA,Sporðagrunn,2007-04-04,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,9,1,permanent,662210,193230,2007,310,2,4,NA,Norðan Haganesvíkur,2007-04-04,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,9,2,permanent,662699,193294,2007,310,2,4,NA,Norðan Haganesvíkur,2007-04-04,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,9,3,permanent,662948,185876,2007,310,2,4,NA,Norðan Haganesvíkur,2007-04-04,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,9,4,permanent,662398,185378,2007,310,2,4,NA,Norðan Haganesvíkur,2007-04-04,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,11,1,permanent,663639,135727,2007,310,2,6,NA,Langanesgrunni,2007-04-04,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,11,2,permanent,664053,134716,2007,310,2,6,NA,Langanesgrunni,2007-04-04,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,11,3,permanent,663772,133758,2007,310,2,6,NA,Langanesgrunni,2007-04-04,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,11,4,permanent,663181,134241,2007,310,2,6,NA,Langanesgrunni,2007-04-04,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,11,5,permanent,662929,133941,2007,310,2,6,NA,Langanesgrunni,2007-04-04,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,11,6,permanent,663828,131060,2007,310,2,6,NA,Langanesgrunni,2007-04-04,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,11,7,permanent,664828,132879,2007,310,2,6,NA,Langanesgrunni,2007-04-04,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,11,8,permanent,664829,134764,2007,310,2,6,NA,Langanesgrunni,2007-04-04,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,11,9,permanent,665507,140134,2007,310,2,6,NA,Langanesgrunni,2007-04-04,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,11,10,permanent,664000,141500,2007,310,2,6,NA,Langanesgrunni,2007-04-04,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,12,1,permanent,661200,134800,2007,310,2,7,NA,Digranesflaki,NA,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,12,2,permanent,662300,125100,2007,310,2,7,NA,Digranesflaki,NA,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,12,3,permanent,661400,124000,2007,310,2,7,NA,Digranesflaki,NA,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,12,4,permanent,660300,123680,2007,310,2,7,NA,Digranesflaki,NA,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,12,5,permanent,660000,125180,2007,310,2,7,NA,Digranesflaki,NA,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
2007_310,12,6,permanent,655900,133400,2007,310,2,7,NA,Digranesflaki,NA,NA,1,0,0,0,1,1,0,0,0,NA,Reglugerð um friðunarsvæði við Ísland,http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/2d8cdab9a540c73600256a0d0055eeb1/24d05c44a983604e002572c30030a382?OpenDocument
